EmployeeNumber,Attrition,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
1890,0,30,Non-Travel,1400,Research & Development,3,3,Life Sciences,3,Male,53,3,1,Laboratory Technician,4,Married,2097,16734,4,1,0,15,3,3,80,1,9,3,1,5,3,1,4
1891,0,29,Travel_Rarely,986,Research & Development,3,4,Medical,2,Male,93,2,3,Research Director,3,Married,11935,21526,1,1,0,18,3,3,80,0,10,2,3,10,2,0,7
1892,1,29,Travel_Rarely,408,Research & Development,25,5,Technical Degree,3,Female,71,2,1,Research Scientist,2,Married,2546,18300,5,1,0,16,3,2,80,0,6,2,4,2,2,1,1
1893,1,19,Travel_Rarely,489,Human Resources,2,2,Technical Degree,1,Male,52,2,1,Human Resources,4,Single,2564,18437,1,1,0,12,3,3,80,0,1,3,4,1,0,0,0
1894,0,30,Non-Travel,1398,Sales,22,4,Other,3,Female,69,3,3,Sales Executive,1,Married,8412,2890,0,1,0,11,3,3,80,0,10,3,3,9,8,7,8
1895,0,57,Travel_Rarely,210,Sales,29,3,Marketing,1,Male,56,2,4,Manager,4,Divorced,14118,22102,3,1,0,12,3,3,80,1,32,3,2,1,0,0,0
1896,0,50,Travel_Rarely,1099,Research & Development,29,4,Life Sciences,2,Male,88,2,4,Manager,3,Married,17046,9314,0,1,0,15,3,2,80,1,28,2,3,27,10,15,7
1897,0,30,Non-Travel,1116,Research & Development,2,3,Medical,3,Female,49,3,1,Laboratory Technician,4,Single,2564,7181,0,1,0,14,3,3,80,0,12,2,2,11,7,6,7
1898,0,60,Travel_Frequently,1499,Sales,28,3,Marketing,3,Female,80,2,3,Sales Executive,1,Married,10266,2845,4,1,0,19,3,4,80,0,22,5,4,18,13,13,11
1899,0,47,Travel_Rarely,983,Research & Development,2,2,Medical,1,Female,65,3,2,Manufacturing Director,4,Divorced,5070,7389,5,1,0,13,3,3,80,3,20,2,3,5,0,0,4
1900,0,46,Travel_Rarely,1009,Research & Development,2,3,Life Sciences,1,Male,51,3,4,Research Director,3,Married,17861,2288,6,1,0,13,3,3,80,0,26,2,1,3,2,0,1
1901,0,35,Travel_Rarely,144,Research & Development,22,3,Life Sciences,4,Male,46,1,1,Laboratory Technician,3,Single,4230,19225,0,1,0,15,3,3,80,0,6,2,3,5,4,4,3
1902,0,54,Travel_Rarely,548,Research & Development,8,4,Life Sciences,3,Female,42,3,2,Laboratory Technician,3,Single,3780,23428,7,1,0,11,3,3,80,0,19,3,3,1,0,0,0
1903,0,34,Travel_Rarely,1303,Research & Development,2,4,Life Sciences,4,Male,62,2,1,Research Scientist,3,Divorced,2768,8416,3,1,0,12,3,3,80,1,14,3,3,7,3,5,7
1904,0,46,Travel_Rarely,1125,Sales,10,3,Marketing,3,Female,94,2,3,Sales Executive,4,Married,9071,11563,2,1,1,19,3,3,80,1,15,3,3,3,2,1,2
1905,0,31,Travel_Rarely,1274,Research & Development,9,1,Life Sciences,3,Male,33,3,3,Manufacturing Director,2,Divorced,10648,14394,1,1,0,25,4,4,80,1,13,6,4,13,8,0,8
1906,1,33,Travel_Rarely,1277,Research & Development,15,1,Medical,2,Male,56,3,3,Manager,3,Married,13610,24619,7,1,1,12,3,4,80,0,15,2,4,7,6,7,7
1907,1,33,Travel_Rarely,587,Research & Development,10,1,Medical,1,Male,38,1,1,Laboratory Technician,4,Divorced,3408,6705,7,1,0,13,3,1,80,3,8,2,3,4,3,1,3
1908,0,30,Travel_Rarely,413,Sales,7,1,Marketing,4,Male,57,3,1,Sales Representative,2,Single,2983,18398,0,1,0,14,3,1,80,0,4,3,3,3,2,1,2
1909,0,35,Travel_Rarely,1276,Research & Development,16,3,Life Sciences,4,Male,72,3,3,Healthcare Representative,3,Married,7632,14295,4,1,1,12,3,3,80,0,10,2,3,8,7,0,0
1910,1,31,Travel_Frequently,534,Research & Development,20,3,Life Sciences,1,Male,66,3,3,Healthcare Representative,3,Married,9824,22908,3,1,0,12,3,1,80,0,12,2,3,1,0,0,0
1911,1,34,Travel_Frequently,988,Human Resources,23,3,Human Resources,2,Female,43,3,3,Human Resources,1,Divorced,9950,11533,9,1,1,15,3,3,80,3,11,2,3,3,2,0,2
1912,0,42,Travel_Frequently,1474,Research & Development,5,2,Other,2,Male,97,3,1,Laboratory Technician,3,Married,2093,9260,4,1,0,17,3,4,80,1,8,4,3,2,2,2,0
1913,0,36,Non-Travel,635,Sales,10,4,Medical,2,Male,32,3,3,Sales Executive,4,Single,9980,15318,1,1,0,14,3,4,80,0,10,3,2,10,3,9,7
1914,1,22,Travel_Frequently,1368,Research & Development,4,1,Technical Degree,3,Male,99,2,1,Laboratory Technician,3,Single,3894,9129,5,1,0,16,3,3,80,0,4,3,3,2,2,1,2
1915,0,48,Travel_Rarely,163,Sales,2,5,Marketing,2,Female,37,3,2,Sales Executive,4,Married,4051,19658,2,1,0,14,3,1,80,1,14,2,3,9,7,6,7
1916,0,55,Travel_Rarely,1117,Sales,18,5,Life Sciences,1,Female,83,3,4,Manager,2,Single,16835,9873,3,1,0,23,4,4,80,0,37,2,3,10,9,7,7
1917,0,41,Non-Travel,267,Sales,10,2,Life Sciences,4,Male,56,3,2,Sales Executive,4,Single,6230,13430,7,1,0,14,3,4,80,0,16,3,3,14,3,1,10
1918,0,35,Travel_Rarely,619,Sales,1,3,Marketing,2,Male,85,3,2,Sales Executive,3,Married,4717,18659,9,1,0,11,3,3,80,0,15,2,3,11,9,6,9
1919,0,40,Travel_Rarely,302,Research & Development,6,3,Life Sciences,2,Female,75,3,4,Manufacturing Director,3,Single,13237,20364,7,1,0,15,3,3,80,0,22,3,3,20,6,5,13
1920,0,39,Travel_Frequently,443,Research & Development,8,1,Life Sciences,3,Female,48,3,1,Laboratory Technician,3,Married,3755,17872,1,1,0,11,3,1,80,1,8,3,3,8,3,0,7
1921,0,31,Travel_Rarely,828,Sales,2,1,Life Sciences,2,Male,77,3,2,Sales Executive,4,Single,6582,8346,4,1,1,13,3,3,80,0,10,2,4,6,5,0,5
1922,0,42,Travel_Rarely,319,Research & Development,24,3,Medical,4,Male,56,3,3,Manufacturing Director,1,Married,7406,6950,1,1,1,21,4,4,80,1,10,5,2,10,9,5,8
1923,0,45,Travel_Rarely,561,Sales,2,3,Other,4,Male,61,3,2,Sales Executive,2,Married,4805,16177,0,1,0,19,3,2,80,1,9,3,4,8,7,3,7
1924,1,26,Travel_Frequently,426,Human Resources,17,4,Life Sciences,2,Female,58,3,1,Human Resources,3,Divorced,2741,22808,0,1,1,11,3,2,80,1,8,2,2,7,7,1,0
1925,0,29,Travel_Rarely,232,Research & Development,19,3,Technical Degree,4,Male,34,3,2,Manufacturing Director,4,Divorced,4262,22645,4,1,0,12,3,2,80,2,8,2,4,3,2,1,2
1926,0,33,Travel_Rarely,922,Research & Development,1,5,Medical,1,Female,95,4,4,Research Director,3,Divorced,16184,22578,4,1,0,19,3,3,80,1,10,2,3,6,1,0,5
1927,0,31,Travel_Rarely,688,Sales,7,3,Life Sciences,3,Male,44,2,3,Manager,4,Divorced,11557,25291,9,1,0,21,4,3,80,1,10,3,2,5,4,0,1
1928,1,18,Travel_Frequently,1306,Sales,5,3,Marketing,2,Male,69,3,1,Sales Representative,2,Single,1878,8059,1,1,1,14,3,4,80,0,0,3,3,0,0,0,0
1929,0,40,Non-Travel,1094,Sales,28,3,Other,3,Male,58,1,3,Sales Executive,1,Divorced,10932,11373,3,1,0,15,3,3,80,1,20,2,3,1,0,0,1
1930,0,41,Non-Travel,509,Research & Development,2,4,Other,1,Female,62,2,2,Healthcare Representative,3,Single,6811,2112,2,1,1,17,3,1,80,0,10,3,3,8,7,0,7
1931,0,26,Travel_Rarely,775,Sales,29,2,Medical,1,Male,45,3,2,Sales Executive,3,Divorced,4306,4267,5,1,0,12,3,1,80,2,8,5,3,0,0,0,0
1932,0,35,Travel_Rarely,195,Sales,1,3,Medical,1,Female,80,3,2,Sales Executive,3,Single,4859,6698,1,1,0,16,3,4,80,0,5,3,3,5,4,0,3
1933,0,34,Travel_Rarely,258,Sales,21,4,Life Sciences,4,Male,74,4,2,Sales Executive,4,Single,5337,19921,1,1,0,12,3,4,80,0,10,3,3,10,7,5,7
1934,1,26,Travel_Rarely,471,Research & Development,24,3,Technical Degree,3,Male,66,1,1,Laboratory Technician,4,Single,2340,23213,1,1,1,18,3,2,80,0,1,3,1,1,0,0,0
1935,0,37,Travel_Rarely,799,Research & Development,1,3,Technical Degree,2,Female,59,3,3,Manufacturing Director,4,Single,7491,23848,4,1,0,17,3,4,80,0,12,3,4,6,5,1,2
1936,0,46,Travel_Frequently,1034,Research & Development,18,1,Medical,1,Female,86,3,3,Healthcare Representative,3,Married,10527,8984,5,1,0,11,3,4,80,0,28,3,2,2,2,1,2
1937,0,41,Travel_Rarely,1276,Sales,2,5,Life Sciences,2,Female,91,3,4,Manager,1,Married,16595,5626,7,1,0,16,3,2,80,1,22,2,3,18,16,11,8
1938,0,37,Non-Travel,142,Sales,9,4,Medical,1,Male,69,3,3,Sales Executive,2,Divorced,8834,24666,1,1,0,13,3,4,80,1,9,6,3,9,5,7,7
1939,0,52,Travel_Rarely,956,Research & Development,6,2,Technical Degree,4,Male,78,3,2,Research Scientist,1,Divorced,5577,22087,3,1,1,12,3,2,80,2,18,3,3,10,9,6,9
1940,1,32,Non-Travel,1474,Sales,11,4,Other,4,Male,60,4,2,Sales Executive,3,Married,4707,23914,8,1,0,12,3,4,80,0,6,2,3,4,2,1,2
1941,0,24,Travel_Frequently,535,Sales,24,3,Medical,4,Male,38,3,1,Sales Representative,4,Married,2400,5530,0,1,0,13,3,3,80,2,3,3,3,2,2,2,1
1942,0,38,Travel_Rarely,1495,Research & Development,10,3,Medical,3,Female,76,3,2,Healthcare Representative,3,Married,9824,22174,3,1,0,19,3,3,80,1,18,4,3,1,0,0,0
1943,0,37,Travel_Rarely,446,Research & Development,1,4,Life Sciences,2,Female,65,3,2,Manufacturing Director,2,Married,6447,15701,6,1,0,12,3,2,80,1,8,2,2,6,5,4,3
1944,0,49,Travel_Rarely,1245,Research & Development,18,4,Life Sciences,4,Male,58,2,5,Research Director,3,Divorced,19502,2125,1,1,1,17,3,3,80,1,31,5,3,31,9,0,9
1945,0,24,Travel_Rarely,691,Research & Development,23,3,Medical,2,Male,89,4,1,Research Scientist,4,Married,2725,21630,1,1,1,11,3,2,80,2,6,3,3,6,5,1,4
1946,0,26,Travel_Rarely,703,Sales,28,2,Marketing,1,Male,66,3,2,Sales Executive,2,Married,6272,7428,1,1,0,20,4,4,80,2,6,5,4,5,3,1,4
1947,0,24,Travel_Rarely,823,Research & Development,17,2,Other,4,Male,94,2,1,Laboratory Technician,2,Married,2127,9100,1,1,0,21,4,4,80,1,1,2,3,1,0,0,0
1948,0,50,Travel_Frequently,1246,Human Resources,3,3,Medical,1,Male,99,3,5,Manager,2,Married,18200,7999,1,1,0,11,3,3,80,1,32,2,3,32,5,10,7
1949,0,25,Travel_Rarely,622,Sales,13,1,Medical,2,Male,40,3,1,Sales Representative,3,Married,2096,26376,1,1,0,11,3,3,80,0,7,1,3,7,4,0,6
1950,1,24,Travel_Frequently,1287,Research & Development,7,3,Life Sciences,1,Female,55,3,1,Laboratory Technician,3,Married,2886,14168,1,1,1,16,3,4,80,1,6,4,3,6,3,1,2
1951,1,30,Travel_Frequently,448,Sales,12,4,Life Sciences,2,Male,74,2,1,Sales Representative,1,Married,2033,14470,1,1,0,18,3,3,80,1,1,2,4,1,0,0,0
1952,0,34,Travel_Rarely,254,Research & Development,1,2,Life Sciences,2,Male,83,2,1,Research Scientist,4,Married,3622,22794,1,1,1,13,3,4,80,1,6,3,3,6,5,1,3
1953,1,31,Travel_Rarely,1365,Sales,13,4,Medical,2,Male,46,3,2,Sales Executive,1,Divorced,4233,11512,2,1,0,17,3,3,80,0,9,2,1,3,1,1,2
1954,0,35,Travel_Rarely,538,Research & Development,25,2,Other,1,Male,54,2,2,Laboratory Technician,4,Single,3681,14004,4,1,0,14,3,4,80,0,9,3,3,3,2,0,2
1955,0,31,Travel_Rarely,525,Sales,6,4,Medical,1,Male,66,4,2,Sales Executive,4,Divorced,5460,6219,4,1,0,22,4,4,80,2,13,4,4,7,7,5,7
1956,0,27,Travel_Rarely,798,Research & Development,6,4,Medical,1,Female,66,2,1,Research Scientist,3,Divorced,2187,5013,0,1,0,12,3,3,80,2,6,5,2,5,3,0,3
1957,0,37,Travel_Rarely,558,Sales,2,3,Marketing,4,Male,75,3,2,Sales Executive,3,Married,9602,3010,4,1,1,11,3,3,80,1,17,3,2,3,0,1,0
1958,0,20,Travel_Rarely,959,Research & Development,1,3,Life Sciences,4,Female,83,2,1,Research Scientist,2,Single,2836,11757,1,1,0,13,3,4,80,0,1,0,4,1,0,0,0
1959,0,42,Travel_Rarely,622,Research & Development,2,4,Life Sciences,3,Female,81,3,2,Healthcare Representative,4,Married,4089,5718,1,1,0,13,3,2,80,2,10,4,3,10,2,2,2
1960,0,43,Travel_Rarely,782,Research & Development,6,4,Other,2,Male,50,2,4,Research Director,4,Divorced,16627,2671,4,1,1,14,3,3,80,1,21,3,2,1,0,0,0
1961,0,38,Travel_Rarely,362,Research & Development,1,1,Life Sciences,3,Female,43,3,1,Research Scientist,1,Single,2619,14561,3,1,0,17,3,4,80,0,8,3,2,0,0,0,0
1962,0,43,Travel_Frequently,1001,Research & Development,9,5,Medical,4,Male,72,3,2,Laboratory Technician,3,Divorced,5679,19627,3,1,1,13,3,2,80,1,10,3,3,8,7,4,7
1963,0,48,Travel_Rarely,1236,Research & Development,1,4,Life Sciences,4,Female,40,2,4,Manager,1,Married,15402,17997,7,1,0,11,3,1,80,1,21,3,1,3,2,0,2
1964,0,44,Travel_Rarely,1112,Human Resources,1,4,Life Sciences,1,Female,50,2,2,Human Resources,3,Single,5985,26894,4,1,0,11,3,2,80,0,10,1,4,2,2,0,2
1965,0,34,Travel_Rarely,204,Sales,14,3,Technical Degree,3,Female,31,3,1,Sales Representative,3,Divorced,2579,2912,1,1,1,18,3,4,80,2,8,3,3,8,2,0,6
1966,1,27,Travel_Rarely,1420,Sales,2,1,Marketing,3,Male,85,3,1,Sales Representative,1,Divorced,3041,16346,0,1,0,11,3,2,80,1,5,3,3,4,3,0,2
1967,0,21,Travel_Rarely,1343,Sales,22,1,Technical Degree,3,Male,49,3,1,Sales Representative,3,Single,3447,24444,1,1,0,11,3,3,80,0,3,2,3,3,2,1,2
1968,0,44,Travel_Rarely,1315,Research & Development,3,4,Other,4,Male,35,3,5,Manager,4,Married,19513,9358,4,1,1,12,3,1,80,1,26,2,4,2,2,0,1
1969,0,22,Travel_Rarely,604,Research & Development,6,1,Medical,1,Male,69,3,1,Research Scientist,3,Married,2773,12145,0,1,0,20,4,4,80,0,3,3,3,2,2,2,2
1970,0,33,Travel_Rarely,1216,Sales,8,4,Marketing,3,Male,39,3,2,Sales Executive,3,Divorced,7104,20431,0,1,0,12,3,4,80,0,6,3,3,5,0,1,2
1971,0,32,Travel_Rarely,646,Research & Development,9,4,Life Sciences,1,Female,92,3,2,Research Scientist,4,Married,6322,18089,1,1,1,12,3,4,80,1,6,2,2,6,4,0,5
1972,0,30,Travel_Frequently,160,Research & Development,3,3,Medical,3,Female,71,3,1,Research Scientist,3,Divorced,2083,22653,1,1,0,20,4,3,80,1,1,2,3,1,0,0,0
1973,0,53,Travel_Rarely,238,Sales,1,1,Medical,4,Female,34,3,2,Sales Executive,1,Single,8381,7507,7,1,0,20,4,4,80,0,18,2,4,14,7,8,10
1974,0,34,Travel_Rarely,1397,Research & Development,1,5,Life Sciences,2,Male,42,3,1,Research Scientist,4,Married,2691,7660,1,1,0,12,3,4,80,1,10,4,2,10,9,8,8
1975,1,45,Travel_Frequently,306,Sales,26,4,Life Sciences,1,Female,100,3,2,Sales Executive,1,Married,4286,5630,2,1,0,14,3,4,80,2,5,4,3,1,1,0,0
1976,0,26,Travel_Rarely,991,Research & Development,6,3,Life Sciences,3,Female,71,3,1,Laboratory Technician,4,Married,2659,17759,1,1,1,13,3,3,80,1,3,2,3,3,2,0,2
1977,0,37,Travel_Rarely,482,Research & Development,3,3,Other,3,Male,36,3,3,Manufacturing Director,3,Married,9434,9606,1,1,0,15,3,3,80,1,10,2,3,10,7,7,8
1978,0,29,Travel_Rarely,1176,Sales,3,2,Medical,2,Female,62,3,2,Sales Executive,3,Married,5561,3487,1,1,0,14,3,1,80,1,6,5,2,6,0,1,2
1979,0,35,Travel_Rarely,1017,Research & Development,6,4,Life Sciences,2,Male,82,1,2,Research Scientist,4,Single,6646,19368,1,1,0,13,3,2,80,0,17,3,3,17,11,11,8
1980,0,33,Travel_Frequently,1296,Research & Development,6,3,Life Sciences,3,Male,30,3,2,Healthcare Representative,4,Divorced,7725,5335,3,1,0,23,4,3,80,1,15,2,1,13,11,4,7
1981,0,54,Travel_Rarely,397,Human Resources,19,4,Medical,3,Male,88,3,3,Human Resources,2,Married,10725,6729,2,1,0,15,3,3,80,1,16,1,4,9,7,7,1
1982,0,36,Travel_Rarely,913,Research & Development,9,2,Medical,2,Male,48,2,2,Manufacturing Director,2,Divorced,8847,13934,2,1,1,11,3,3,80,1,13,2,3,3,2,0,2
1983,0,27,Travel_Rarely,1115,Research & Development,3,4,Medical,1,Male,54,2,1,Research Scientist,4,Single,2045,15174,0,1,0,13,3,4,80,0,5,0,3,4,2,1,1
1984,1,20,Travel_Rarely,1362,Research & Development,10,1,Medical,4,Male,32,3,1,Research Scientist,3,Single,1009,26999,1,1,1,11,3,4,80,0,1,5,3,1,0,1,1
1985,1,33,Travel_Frequently,1076,Research & Development,3,3,Life Sciences,1,Male,70,3,1,Research Scientist,1,Single,3348,3164,1,1,1,11,3,1,80,0,10,3,3,10,8,9,7
1986,0,35,Non-Travel,727,Research & Development,3,3,Life Sciences,3,Male,41,2,1,Laboratory Technician,3,Married,1281,16900,1,1,0,18,3,3,80,2,1,3,3,1,0,0,0
1987,0,23,Travel_Rarely,885,Research & Development,4,3,Medical,1,Male,58,4,1,Research Scientist,1,Married,2819,8544,2,1,0,16,3,1,80,1,5,3,4,3,2,0,2
1988,0,25,Travel_Rarely,810,Sales,8,3,Life Sciences,4,Male,57,4,2,Sales Executive,2,Married,4851,15678,0,1,0,22,4,3,80,1,4,4,3,3,2,1,2
1989,0,38,Travel_Rarely,243,Sales,7,4,Marketing,4,Female,46,2,2,Sales Executive,4,Single,4028,7791,0,1,0,20,4,1,80,0,8,2,3,7,7,0,5
1990,0,29,Travel_Frequently,806,Research & Development,1,4,Life Sciences,2,Male,76,1,1,Research Scientist,4,Divorced,2720,18959,1,1,0,18,3,4,80,1,10,5,3,10,7,2,8
1991,0,48,Travel_Rarely,817,Sales,2,1,Marketing,2,Male,56,4,2,Sales Executive,2,Married,8120,18597,3,1,0,12,3,4,80,0,12,3,3,2,2,2,2
1992,0,27,Travel_Frequently,1410,Sales,3,1,Medical,4,Female,71,4,2,Sales Executive,4,Divorced,4647,16673,1,1,1,20,4,2,80,2,6,3,3,6,5,0,4
1993,0,37,Travel_Rarely,1225,Research & Development,10,2,Life Sciences,4,Male,80,4,1,Research Scientist,4,Single,4680,15232,3,1,0,17,3,1,80,0,4,2,3,1,0,0,0
1994,0,50,Travel_Rarely,1207,Research & Development,28,1,Medical,4,Male,74,4,1,Laboratory Technician,3,Married,3221,3297,1,1,1,11,3,3,80,3,20,3,3,20,8,3,8
1995,0,34,Travel_Rarely,1442,Research & Development,9,3,Medical,4,Female,46,2,3,Healthcare Representative,2,Single,8621,17654,1,1,0,14,3,2,80,0,9,3,4,8,7,7,7
1996,1,24,Travel_Rarely,693,Sales,3,2,Life Sciences,1,Female,65,3,2,Sales Executive,3,Single,4577,24785,9,1,0,14,3,1,80,0,4,3,3,2,2,2,0
1997,0,39,Travel_Rarely,408,Research & Development,2,4,Technical Degree,4,Female,80,2,2,Healthcare Representative,3,Single,4553,20978,1,1,0,11,3,1,80,0,20,4,3,20,7,11,10
1998,0,32,Travel_Rarely,929,Sales,10,3,Marketing,4,Male,55,3,2,Sales Executive,4,Single,5396,21703,1,1,0,12,3,4,80,0,10,2,2,10,7,0,8
1999,1,50,Travel_Frequently,562,Sales,8,2,Technical Degree,2,Male,50,3,2,Sales Executive,3,Married,6796,23452,3,1,1,14,3,1,80,1,18,4,3,4,3,1,3
2000,0,38,Travel_Rarely,827,Research & Development,1,4,Life Sciences,2,Female,33,4,2,Healthcare Representative,4,Single,7625,19383,0,1,0,13,3,3,80,0,10,4,2,9,7,1,8
2001,0,27,Travel_Rarely,608,Research & Development,1,2,Life Sciences,3,Female,68,3,3,Manufacturing Director,1,Married,7412,6009,1,1,0,11,3,4,80,0,9,3,3,9,7,0,7
2002,0,32,Travel_Rarely,1018,Research & Development,3,2,Life Sciences,3,Female,39,3,3,Research Director,4,Single,11159,19373,3,1,0,15,3,4,80,0,10,6,3,7,7,7,7
2003,0,47,Travel_Rarely,703,Sales,14,4,Marketing,4,Male,42,3,2,Sales Executive,1,Single,4960,11825,2,1,0,12,3,4,80,0,20,2,3,7,7,1,7
2004,0,40,Travel_Frequently,580,Sales,5,4,Life Sciences,4,Male,48,2,3,Sales Executive,1,Married,10475,23772,5,1,1,21,4,3,80,1,20,2,3,18,13,1,12
2005,0,53,Travel_Rarely,970,Research & Development,7,3,Life Sciences,3,Male,59,4,4,Research Director,3,Married,14814,13514,3,1,0,19,3,3,80,0,32,3,3,5,1,1,3
2006,0,41,Travel_Rarely,427,Human Resources,10,4,Human Resources,2,Male,73,2,5,Manager,4,Divorced,19141,8861,3,1,0,15,3,2,80,3,23,2,2,21,6,12,6
2007,0,60,Travel_Rarely,1179,Sales,16,4,Marketing,1,Male,84,3,2,Sales Executive,1,Single,5405,11924,8,1,0,14,3,4,80,0,10,1,3,2,2,2,2
2008,0,27,Travel_Frequently,294,Research & Development,10,2,Life Sciences,4,Male,32,3,3,Manufacturing Director,1,Divorced,8793,4809,1,1,0,21,4,3,80,2,9,4,2,9,7,1,7
2009,0,41,Travel_Rarely,314,Human Resources,1,3,Human Resources,4,Male,59,2,5,Manager,3,Married,19189,19562,1,1,0,12,3,2,80,1,22,3,3,22,7,2,10
2010,0,50,Travel_Rarely,316,Sales,8,4,Marketing,4,Male,54,3,1,Sales Representative,2,Married,3875,9983,7,1,0,15,3,4,80,1,4,2,3,2,2,2,2
2011,1,28,Travel_Rarely,654,Research & Development,1,2,Life Sciences,1,Female,67,1,1,Research Scientist,2,Single,2216,3872,7,1,1,13,3,4,80,0,10,4,3,7,7,3,7
2012,0,36,Non-Travel,427,Research & Development,8,3,Life Sciences,1,Female,63,4,3,Research Director,1,Married,11713,20335,9,1,0,14,3,1,80,1,10,2,3,8,7,0,5
2013,0,38,Travel_Rarely,168,Research & Development,1,3,Life Sciences,3,Female,81,3,3,Manufacturing Director,3,Single,7861,15397,4,1,1,14,3,4,80,0,10,4,4,1,0,0,0
2014,0,44,Non-Travel,381,Research & Development,24,3,Medical,1,Male,49,1,1,Laboratory Technician,3,Single,3708,2104,2,1,0,14,3,3,80,0,9,5,3,5,2,1,4
2015,0,47,Travel_Frequently,217,Sales,3,3,Medical,4,Female,49,3,4,Sales Executive,3,Divorced,13770,10225,9,1,1,12,3,4,80,2,28,2,2,22,2,11,13
2016,0,30,Travel_Rarely,501,Sales,27,5,Marketing,3,Male,99,3,2,Sales Executive,4,Divorced,5304,25275,7,1,0,23,4,4,80,1,10,2,2,8,7,7,7
2017,0,29,Travel_Rarely,1396,Sales,10,3,Life Sciences,3,Male,99,3,1,Sales Representative,3,Single,2642,2755,1,1,0,11,3,3,80,0,1,6,3,1,0,0,0
2018,1,42,Travel_Frequently,933,Research & Development,19,3,Medical,3,Male,57,4,1,Research Scientist,3,Divorced,2759,20366,6,1,1,12,3,4,80,0,7,2,3,2,2,2,2
2019,0,43,Travel_Frequently,775,Sales,15,3,Life Sciences,4,Male,47,2,2,Sales Executive,4,Married,6804,23683,3,1,0,18,3,3,80,1,7,5,3,2,2,2,2
2020,0,34,Travel_Rarely,970,Research & Development,8,2,Medical,2,Female,96,3,2,Healthcare Representative,3,Single,6142,7360,3,1,0,11,3,4,80,0,10,2,3,5,1,4,3
2021,0,23,Travel_Rarely,650,Research & Development,9,1,Medical,2,Male,37,3,1,Laboratory Technician,1,Married,2500,4344,1,1,0,14,3,4,80,1,5,2,4,4,3,0,2
2022,0,39,Travel_Rarely,141,Human Resources,3,3,Human Resources,3,Female,44,4,2,Human Resources,2,Married,6389,18767,9,1,0,15,3,3,80,1,12,3,1,8,3,3,6
2023,0,56,Travel_Rarely,832,Research & Development,9,3,Medical,3,Male,81,3,4,Healthcare Representative,4,Married,11103,20420,7,1,0,11,3,3,80,0,30,1,2,10,7,1,1
2024,0,40,Travel_Rarely,804,Research & Development,2,1,Medical,4,Female,86,2,1,Research Scientist,4,Single,2342,22929,0,1,1,20,4,4,80,0,5,2,2,4,2,2,3
2025,0,27,Travel_Rarely,975,Research & Development,7,3,Medical,4,Female,55,2,2,Healthcare Representative,1,Single,6811,23398,8,1,0,19,3,1,80,0,9,2,1,7,6,0,7
2026,0,29,Travel_Rarely,1090,Sales,10,3,Marketing,4,Male,83,3,1,Sales Representative,2,Divorced,2297,17967,1,1,0,14,3,4,80,2,2,2,3,2,2,2,2
2027,0,53,Travel_Rarely,346,Research & Development,6,3,Life Sciences,4,Male,86,3,2,Laboratory Technician,4,Single,2450,10919,2,1,0,17,3,4,80,0,19,4,3,2,2,2,2
2028,0,35,Non-Travel,1225,Research & Development,2,4,Life Sciences,4,Female,61,3,2,Healthcare Representative,1,Divorced,5093,4761,2,1,0,11,3,1,80,1,16,2,4,1,0,0,0
2029,0,32,Travel_Frequently,430,Research & Development,24,4,Life Sciences,1,Male,80,3,2,Laboratory Technician,4,Married,5309,21146,1,1,0,15,3,4,80,2,10,2,3,10,8,4,7
2030,0,38,Travel_Rarely,268,Research & Development,2,5,Medical,4,Male,92,3,1,Research Scientist,3,Married,3057,20471,6,1,1,13,3,2,80,1,6,0,1,1,0,0,1
2031,0,34,Travel_Rarely,167,Research & Development,8,5,Life Sciences,2,Female,32,3,2,Manufacturing Director,1,Divorced,5121,4187,3,1,0,14,3,3,80,1,7,3,3,0,0,0,0
2032,0,52,Travel_Rarely,621,Sales,3,4,Marketing,3,Male,31,2,4,Manager,1,Married,16856,10084,1,1,0,11,3,1,80,0,34,3,4,34,6,1,16
2033,1,33,Travel_Rarely,527,Research & Development,1,4,Other,4,Male,63,3,1,Research Scientist,4,Single,2686,5207,1,1,1,13,3,3,80,0,10,2,2,10,9,7,8
2034,0,25,Travel_Rarely,883,Sales,26,1,Medical,3,Female,32,3,2,Sales Executive,4,Single,6180,22807,1,1,0,23,4,2,80,0,6,5,2,6,5,1,4
2035,0,45,Travel_Rarely,954,Sales,2,2,Technical Degree,2,Male,46,1,2,Sales Representative,3,Single,6632,12388,0,1,0,13,3,1,80,0,9,3,3,8,7,3,1
2036,0,23,Travel_Rarely,310,Research & Development,10,1,Medical,1,Male,79,4,1,Research Scientist,3,Single,3505,19630,1,1,0,18,3,4,80,0,2,3,3,2,2,0,2
2037,1,47,Travel_Frequently,719,Sales,27,2,Life Sciences,2,Female,77,4,2,Sales Executive,3,Single,6397,10339,4,1,1,12,3,4,80,0,8,2,3,5,4,1,3
